Geography,CalendarYear,Concentration_Group,Quarter_Group_Name,Systems_By_Max_Concentration,People_By_Max_Concentration,Systems_By_Mean_Concentration,People_By_Mean_Concentration,County_Code1
Dauphin,2010,HI LAND MHP,PA7220025,7.52,mg/L,57,43,
Dauphin,2010,SHADYBACK ACRES MHP,PA7220016,3.8,mg/L,40,43,
Dauphin,2010,CEDAR MANOR MHP,PA7220002,3.03,mg/L,550,43,
Dauphin,2010,MANADA CREEK MHP,PA7220004,2.6,mg/L,135,43,
Dauphin,2010,SHORT MOUNTAIN VILLAGE MH,PA7220048,1.8,mg/L,34,43,
Dauphin,2010,MOUNTAINDALE APARTMENTS,PA7220070,0.1,mg/L,50,43,
Dauphin,2010,CHESAPEAKE EST MHP,PA7220057,0.82,mg/L,"1,040",43,
Dauphin,2010,PA AMER WATER CO,PA7220017,3.58,mg/L,"43,005",43,
Dauphin,2010,STEELTON BORO WATER AUTH,PA7220036,0.82,mg/L,"6,229",43,
Dauphin,2010,UNITED WATER PENNSYLVANIA,PA7220015,1.35,mg/L,"97,645",43,
Dauphin,2010,LOYALTON WATER ASSN,PA7220047,2.22,mg/L,95,43,
Dauphin,2010,HALIFAX WATER AUTH,PA7220040,1.3,mg/L,"3,047",43,
Dauphin,2010,MILLERSBURG WATER AUTH,PA7220034,1.9,mg/L,"4,600",43,
Dauphin,2010,GRATZ BORO WATER REVENUE,PA7220005,1,mg/L,706,43,
Dauphin,2010,PILLOW BORO AUTH,PA7220046,0.35,mg/L,350,43,
Dauphin,2010,WILLIAMSTOWN BORO AUTH,PA7220037,0.1,mg/L,"2,390",43,
Dauphin,2010,PINE MANOR MHP,PA7220029,3.1,mg/L,335,43,
Delaware,2010,PATHWAYS,PA1230886,1.3,mg/L,40,45,
Delaware,2010,CHESTER WATER AUTHORITY,PA1230004,6.73,mg/L,"136,700",45,
Delaware,2010,JOSEPH SILVESTRI AND SON,PA1230908,2.06,mg/L,77,45,
Delaware,2010,BRINTON MANOR,PA1230006,5,mg/L,196,45,
Delaware,2010,SOUTHPOINT HOMEOWNERS ASS,PA1230026,0.5,mg/L,40,45,
Elk,2010,JONES TWP MUNICIPAL AUTHO,PA6240020,0.25,mg/L,396,47,
Elk,2010,ST MARYS AREA WATER AUTH,PA6240016,0.25,mg/L,"22,000",47,
Elk,2010,JOHNSONBURG MUNICIPAL AUT,PA6240007,0.25,mg/L,"3,103",47,
Elk,2010,TOBY WATER,PA6240008,0.25,mg/L,511,47,
Elk,2010,RIDGWAY BOROUGH WATER SYS,PA6240012,0.25,mg/L,"4,591",47,
Elk,2010,HIGHLAND TWP MUNICIPAL AU,PA6240006,0.25,mg/L,296,47,
Elk,2010,JAY TWP WATER AUTHORITY,PA6240005,0.36,mg/L,"1,775",47,
Erie,2010,WARNER MOBILE HOME PARK,PA6250008,0.1,mg/L,88,49,
Erie,2010,THOMAS MOBILE HOME PARK,PA6250067,0.1,mg/L,525,49,
Erie,2010,UNION CITY MUNICIPAL AUTH,PA6250064,0.1,mg/L,"3,623",49,
Erie,2010,IMPERIAL POINT WATER SERV,PA6250046,0.1,mg/L,"1,200",49,
Erie,2010,SUNNY ACRES MOBILEHOME PA,PA6250023,2.6,mg/L,60,49,
Erie,2010,GREENE TOWNSHIP WATER SYS,PA6250077,0.1,mg/L,98,49,
Erie,2010,RAINBOW VALLEY MOBILE HOM,PA6250089,0.5,mg/L,474,49,
Erie,2010,LAKE CITY BORO MUNIC WATE,PA6250056,1.7,mg/L,"2,588",49,
Erie,2010,SUNNYDALE SUBDIVISION,PA6250074,0.1,mg/L,60,49,
Erie,2010,MUNICIPAL AUTHORITY OF CO,PA6250012,0.63,mg/L,"7,000",49,
Erie,2010,PALMER SHORE WATER,PA6250035,0.58,mg/L,147,49,
Erie,2010,DAVIS TRAILER COURT,PA6250804,4.75,mg/L,50,49,
Erie,2010,MILLFAIR HEIGHTS,PA6250075,1.75,mg/L,350,49,
Erie,2010,GIRARD BORO WATER DEPT,PA6250049,1.56,mg/L,"3,164",49,
Erie,2010,FAIRVIEW TWP WATER AUTH D,PA6250040,0.85,mg/L,"2,642",49,
Erie,2010,WOODHAVEN MOBILE HOME PAR,PA6250084,0.1,mg/L,345,49,
Erie,2010,SUMMIT TOWNSHIP WATER AUT,PA6250090,0.23,mg/L,"3,500",49,
Erie,2010,EDWARDS MOBILE HOME PARK,PA6250014,3.88,mg/L,93,49,
Erie,2010,WASHINGTON TWP WATER SYST,PA6250092,0.1,mg/L,441,49,
Erie,2010,WATTSBURG BORO WTP,PA6250094,0.1,mg/L,480,49,
Erie,2010,EDINBORO MH VILLAGE SOUTH,PA6250018,0.42,mg/L,135,49,
Erie,2010,WEST SPRINGFIELD MOBILE H,PA6250004,7.3,mg/L,80,49,
Erie,2010,LOVETTS MOBILE HOME PARK,PA6250017,1.2,mg/L,75,49,
Erie,2010,OLD ORCHARD SUBDIVISION C,PA6250038,4.6,mg/L,96,49,
Erie,2010,VLASION MOBILE HOME PARK,PA6250042,0.61,mg/L,219,49,
Erie,2010,ALBION BOROUGH,PA6250007,0.63,mg/L,"2,500",49,
Erie,2010,MILLCREEK TWP WATER AUTH,PA6250076,0.1,mg/L,"15,700",49,
Erie,2010,HOLLY ACRES ESTATES,PA6250085,1.5,mg/L,300,49,
Erie,2010,WINDSOR MOBILEHOME PARK,PA6250021,0.1,mg/L,75,49,
Erie,2010,NORTH EAST BOROUGH WATER,PA6250061,0.17,mg/L,"4,601",49,
Erie,2010,MAJESTIC HEIGHTS,PA6250020,0.1,mg/L,105,49,
Erie,2010,COUNTRY GARDENS TRAILER C,PA6250055,1.1,mg/L,150,49,
Erie,2010,SPRINGFIELD VILLAGE,PA6250005,0.93,mg/L,92,49,
Erie,2010,ERIE CITY WATER AUTHORITY,PA6250028,0.17,mg/L,"180,000",49,
Erie,2010,WATERFORD MUNICIPAL AUTHO,PA6250065,0.1,mg/L,"1,500",49,
Erie,2010,PEACEFUL ACRES TRAILERS,PA6250053,1.1,mg/L,165,49,
Erie,2010,EDINBORO WATER AUTHORITY,PA6250022,0.85,mg/L,"7,800",49,
Erie,2010,CROSS STATION MOBILE HOME,PA6250044,1.74,mg/L,94,49,
Fayette,2010,MOUNTAIN WATER ASSN,PA5260032,0.1,mg/L,"3,400",51,
Fayette,2010,NATIONAL PIKE WATER AUTH,PA5260048,0.1,mg/L,"1,200",51,
Fayette,2010,MUNI AUTH OF WASHINGTON T,PA5260009,0.68,mg/L,"9,200",51,
Fayette,2010,FAIRCHANCE BORO WATER DEP,PA5260007,0.1,mg/L,"2,174",51,
Fayette,2010,PA-AMERICAN WATER-BROWNSV,PA5260005,0.44,mg/L,"11,890",51,
Fayette,2010,INDIAN CREEK VALLEY WATER,PA5260011,0.32,mg/L,"5,725",51,
Fayette,2010,SPRING VALLEY,PA5260043,0.1,mg/L,250,51,
Fayette,2010,NEWELL MUNI AUTH,PA5260014,0.1,mg/L,520,51,
Fayette,2010,NEW MEADOW RUN,PA5260042,0.1,mg/L,300,51,
Fayette,2010,WESTMORELAND CO MA YOUGH,PA5260036,1,mg/L,"181,919",51,
Fayette,2010,BELLE VERNON BORO MUNI AU,PA5260004,0.65,mg/L,"6,000",51,
Fayette,2010,NEMACOLIN WOODLANDS,PA5260045,0.1,mg/L,700,51,
Fayette,2010,ALBERT GALLATIN MUNI AUTH,PA5260027,0.1,mg/L,"2,594",51,
Fayette,2010,POINT MARION BORO,PA5260017,0.1,mg/L,"1,350",51,
Fayette,2010,NORTH FAYETTE CNTY MUNI A,PA5260019,0.48,mg/L,"35,540",51,
Fayette,2010,MASONTOWN MUNI WATER WORK,PA5260013,0.1,mg/L,"3,700",51,
Forest,2010,TIONESTA BOROUGH WATER SU,PA6270001,0.5,mg/L,630,53,
Forest,2010,WEST HICKORY WATER COMPAN,PA6270002,2.33,mg/L,450,53,
Forest,2010,AQUA PA JENKS TWP WTP,PA6270008,0.5,mg/L,"3,585",53,
Franklin,2010,WADELS MHP,PA7280027,1.8,mg/L,96,55,
Franklin,2010,INDIAN LAKE CAMP CORP,PA7280055,0.1,mg/L,125,55,
Franklin,2010,MONT ALTO MUNICIPAL AUTHO,PA7280040,3.2,mg/L,"1,867",55,
Franklin,2010,PLEASANT HALL MANOR,PA7280060,0.1,mg/L,50,55,
Franklin,2010,ANTRIM TOWNSHIP MUNICIPAL,PA7280063,5.33,mg/L,794,55,
Franklin,2010,GREENCASTLE AREA WATER AU,PA7280014,5.53,mg/L,"4,600",55,
Franklin,2010,MOUNT ROCK MANOR,PA7280053,7.6,mg/L,310,55,
Franklin,2010,LENWOOD PARK,PA7280058,1,mg/L,220,55,
Franklin,2010,BEAR VALLEY JOINT AUTH,PA7280043,0.79,mg/L,"12,000",55,
Franklin,2010,SOUTH MOUNTAIN RESTORATIO,PA7280042,0.11,mg/L,"1,376",55,
Franklin,2010,KENSINGTON HGTS SUBDIVISI,PA7280064,0.1,mg/L,170,55,
Franklin,2010,SCOTT WATER CO,PA7280036,4.43,mg/L,90,55,
Franklin,2010,SANDY HOOK WATER ASSOCIAT,PA7280070,0.1,mg/L,80,55,
Franklin,2010,SILVER SPRING WATER ASSN,PA7280061,0.1,mg/L,110,55,
Franklin,2010,QUINCY UNITED METH HOME,PA7280025,0.8,mg/L,450,55,
Franklin,2010,CHAMBERSBURG BORO WATER S,PA7280005,0.1,mg/L,"17,500",55,
Franklin,2010,SHANGRI LA MHP,PA7280017,0.34,mg/L,96,55,
Franklin,2010,WASHINGTON TWP MUNI AUTH,PA7280026,1.18,mg/L,"5,607",55,
Franklin,2010,GUILFORD WATER AUTH,PA7280038,0.1,mg/L,"26,000",55,
Franklin,2010,BORO OF WAYNESBORO,PA7280032,0.1,mg/L,"13,000",55,
Franklin,2010,GREEN GROVE TRAILER CT,PA7280010,6.98,mg/L,49,55,
Franklin,2010,HERITAGE HILLS RETIREMENT,PA7280066,0.1,mg/L,36,55,
Franklin,2010,STATE LINE MHP,PA7280015,4.68,mg/L,63,55,
Franklin,2010,FRANKLIN CO GEN AUTH,PA7280045,0.5,mg/L,"4,100",55,
Franklin,2010,EDENVILLE WATER ASSN INC,PA7280046,0.28,mg/L,468,55,
Franklin,2010,MERCERSBURG MUNI WATER AU,PA7280021,0.1,mg/L,"2,350",55,
Franklin,2010,VALLEY VIEW MANOR MHP,PA7280047,0.1,mg/L,130,55,
Franklin,2010,DRY RUN WATER ASSN,PA7280033,0.1,mg/L,270,55,
Franklin,2010,MICHAUX MANOR LIVING CTR,PA7280062,2.4,mg/L,39,55,
Franklin,2010,SUNNY SPOT APARTMENTS,PA7280071,0.52,mg/L,26,55,
Fulton,2010,MCCONNELLSBURG BORO MUNI,PA4290005,2.3,mg/L,"2,000",57,
Fulton,2010,WELLS TANNERY WATER SYS,PA4290003,1.42,mg/L,88,57,
Fulton,2010,NEEDMORE WATER SUPPLY,PA4290004,0.38,mg/L,276,57,
Fulton,2010,LEISURE LIVING RETIREMENT,PA4290830,0.44,mg/L,37,57,
Greene,2010,SOUTHWESTERN PA WATER AUT,PA5300017,0.59,mg/L,"40,000",59,
Greene,2010,MUN AUTH BORO OF CARMICHA,PA5300005,0.52,mg/L,"4,700",59,
Greene,2010,EAST DUNKARD WATER ASSN,PA5300012,1.3,mg/L,"3,962",59,
Greene,2010,DUNKARD VALLEY JT MUNI AU,PA5300007,0.1,mg/L,"1,233",59,
Huntingdon,2010,ALEXANDRIA BORO WATER AUT,PA4310021,0.25,mg/L,815,61,
Huntingdon,2010,WOOD BROAD TOP WELLS JMUN,PA4310032,0.25,mg/L,786,61,
Huntingdon,2010,WALKER TWP MUNI AUTH,PA4310038,1.2,mg/L,"1,449",61,
Huntingdon,2010,SALTILLO MUNI WATER WORKS,PA4310026,0.05,mg/L,350,61,
Huntingdon,2010,DUDLEY CARBON COALMONT JM,PA4310011,0.25,mg/L,403,61,
Huntingdon,2010,GRIER SCH,PA4310022,1.56,mg/L,450,61,
Huntingdon,2010,THREE SPRINGS BORO WATER,PA4310030,0.25,mg/L,422,61,
Huntingdon,2010,YOUTH FORESTRY CAMP NO 3,PA4310014,0.25,mg/L,43,61,
Huntingdon,2010,MILL CREEK AREA MUN AUTH,PA4310050,0.25,mg/L,"1,064",61,
Huntingdon,2010,HARTSLOG COURTS,PA4310298,0.5,mg/L,65,61,
Huntingdon,2010,MAPLETON MUNI WATER AUTH,PA4310015,0.25,mg/L,600,61,
Huntingdon,2010,SHIRLEYSBURG MUNI AUTH,PA4310027,0.66,mg/L,300,61,
Huntingdon,2010,NEELYTON WATER COOP,PA4310017,0.66,mg/L,74,61,
Huntingdon,2010,HUNTINGDON BORO WATER DEP,PA4310012,0.25,mg/L,"12,121",61,
Huntingdon,2010,ORBISONIA ROCKHILL JT MUN,PA4310025,0.25,mg/L,"1,200",61,
Huntingdon,2010,PETERSBURG BOR WATER AUTH,PA4310019,0.25,mg/L,650,61,
Huntingdon,2010,WARRIORS MARK GEN WATER A,PA4310031,5.96,mg/L,475,61,
Huntingdon,2010,MT UNION MUNICIPAL AUTH,PA4310016,0.69,mg/L,"5,200",61,
Huntingdon,2010,ST CORRECT INST HUNTINGDO,PA4310028,1.25,mg/L,"2,000",61,
Indiana,2010,INDIANA MUN SERV MUN CHER,PA5320007,1.2,mg/L,343,63,
Indiana,2010,CENTRAL INDIANA CO WATER,PA5320040,0.54,mg/L,"4,635",63,
Indiana,2010,GREEN TWP MUN AUTH BARR S,PA5320010,0.1,mg/L,285,63,
Indiana,2010,EAST GREEN TWP WATER SYS,PA5320102,0.1,mg/L,90,63,
Indiana,2010,GREEN TWP MUN AUTH-COMMOD,PA5320011,0.1,mg/L,300,63,
Indiana,2010,CRYSTAL WATERS PERSONAL C,PA5320332,0.1,mg/L,40,63,
Indiana,2010,PA AMERICAN WATER CO-INDI,PA5320025,0.77,mg/L,"23,922",63,
Indiana,2010,BLAIRSVILLE MUNI AUTH,PA5320006,0.23,mg/L,"4,190",63,
Indiana,2010,INDIANA MUN SERV AUTH PIN,PA5320042,0.1,mg/L,800,63,
Indiana,2010,COUNTRY MEADOWS MHP,PA5320097,0.1,mg/L,75,63,
Indiana,2010,GLEN CAMPBELL WATER WORKS,PA5320016,0.1,mg/L,306,63,
Indiana,2010,CLYMER BORO MUNI AUTH,PA5320009,0.24,mg/L,"1,660",63,
Indiana,2010,HILLSDALE NURSING AND REH,PA5320017,0.1,mg/L,100,63,
Indiana,2010,ICMSA CROOKED CREEK,PA5320109,0.1,mg/L,"5,525",63,
Indiana,2010,INDIANA MUNI SVCS AUTH-AR,PA5320041,0.1,mg/L,100,63,
Indiana,2010,INDIANA MUN SERV AUTH-ROS,PA5320034,1.2,mg/L,470,63,
Jefferson,2010,BROCKWAY BORO MUNICIPAL A,PA6330002,0.25,mg/L,"4,384",65,
Jefferson,2010,REYNOLDSVILLE WATER AUTH,PA6330011,0.35,mg/L,"2,908",65,
Jefferson,2010,FALLS CREEK BORO MUN AUTH,PA6330007,0.25,mg/L,"1,440",65,
Jefferson,2010,KNOX TOWNSHIP MUNIC AUTHO,PA6330008,0.1,mg/L,300,65,
Jefferson,2010,ELDRED TWP MUNIC AUTH,PA6330840,0.5,mg/L,382,65,
Jefferson,2010,SUMMERVILLE BORO MUN AUTH,PA6330012,0.1,mg/L,530,65,
Jefferson,2010,HENDERSON TOWNSHIP MUN AU,PA6330014,0.5,mg/L,354,65,
Jefferson,2010,BROOKVILLE MUNICIPAL AUTH,PA6330004,0.1,mg/L,"4,500",65,
Jefferson,2010,PA AMERICAN WATER PUNXSY,PA6330010,0.23,mg/L,"8,801",65,
Juniata,2010,BERRYS PERSONAL CARE CTR,PA4340019,2.77,mg/L,80,67,
Juniata,2010,LOCUST GROVE RETIREMENT H,PA4340016,1.61,mg/L,177,67,
Juniata,2010,THOMPSONTOWN MUNI AUTH,PA4340007,0.1,mg/L,"1,000",67,
Juniata,2010,PORT ROYAL MUNI AUTH,PA4340010,0.26,mg/L,950,67,
Juniata,2010,ORCHARD HILLS APTS,PA4340017,0.46,mg/L,499,67,
Juniata,2010,AQUA PA INC MERIBAH WATER,PA4340018,0.1,mg/L,134,67,
Juniata,2010,MIFFLINTOWN MUNI AUTH,PA4340008,0.1,mg/L,"4,450",67,
Juniata,2010,MCALISTERVILLE AREA JOINT,PA4340002,1.7,mg/L,825,67,
Juniata,2010,BENNERS MHP,PA4340006,4,mg/L,60,67,
Juniata,2010,BROOKLINE MANOR,PA4340003,6.68,mg/L,100,67,
Juniata,2010,GRONINGER FARMS ARCH ROCK,PA4340005,3.6,mg/L,100,67,
Juniata,2010,RICHFIELD AREA JOINT AUTH,PA4340009,0.1,mg/L,"1,000",67,
Juniata,2010,JUNIATA HAVEN MHP,PA4340011,0.1,mg/L,80,67,
Juniata,2010,BROOKLINE RETIREMENT VILL,PA4340001,7.3,mg/L,65,67,
Lackawanna,2010,AQUA PA WATER CO CHINCHIL,PA2350036,0.1,mg/L,340,69,
Lackawanna,2010,HAPPY ACRES DEVELOPMENT,PA2350039,1.22,mg/L,168,69,
Lackawanna,2010,MOSCOW DEV ASSOC,PA2350002,1.73,mg/L,140,69,
Lackawanna,2010,MT LAUREL MOBILE HOME VIL,PA2350013,1.03,mg/L,92,69,
Lackawanna,2010,AQUA PA WATER CO GLENBURN,PA2350025,0.1,mg/L,150,69,
Lackawanna,2010,POCONO MOBILE MANOR MHP,PA2350056,1.53,mg/L,157,69,
Lackawanna,2010,TALL TIMBERS VILLAGE M H,PA2350012,0.37,mg/L,275,69,
Lackawanna,2010,PAWC FALLBROOK,PA2359006,0.06,mg/L,"3,690",69,
Lackawanna,2010,HILLSIDE MOBILE HOME PARK,PA2350014,0.96,mg/L,99,69,
Lackawanna,2010,EDGEWOOD MOBILE HOME PARK,PA2350054,0.1,mg/L,117,69,
Lackawanna,2010,PAWC LAKE SCRANTON,PA2359008,1.24,mg/L,"134,570",69,
Lackawanna,2010,AQUA PA WATER CO CHINCHIL,PA2350037,0.1,mg/L,100,69,
Lackawanna,2010,AQUA PA JEFFERSON HEIGHTS,PA2350057,0.4,mg/L,498,69,
Lackawanna,2010,SCOTT MOBILE HOME PARK,PA2350001,1.29,mg/L,64,69,
Lackawanna,2010,AQUA PA WATER CO STANTON,PA2350004,1.2,mg/L,425,69,
Lackawanna,2010,BELLE AIRE ACRES,PA2350066,0.1,mg/L,55,69,
Lackawanna,2010,LOG ROAD VILLAGE,PA2350065,0.54,mg/L,68,69,
Lackawanna,2010,AQUA PA WATER CO SUNSET H,PA2350029,0.1,mg/L,145,69,
Lackawanna,2010,OLWEN HEIGHTS WATER SERVI,PA2350032,0.1,mg/L,330,69,
Lackawanna,2010,AQUA PA WATER CO THORNHUR,PA2350053,0.1,mg/L,500,69,
Lackawanna,2010,AQUA PA WATER CO ELMBROOK,PA2350034,0.7,mg/L,300,69,
Lackawanna,2010,GREENFIELD ACRES MHP,PA2350063,0.98,mg/L,90,69,
Lackawanna,2010,AQUA PA WATER CO MOSCOW,PA2350027,0.1,mg/L,600,69,
Lackawanna,2010,ST MARYS VILLA NURSING HO,PA2350051,0.35,mg/L,353,69,
Lackawanna,2010,CLARKS SUMMIT STATE HOSPI,PA2350028,1.63,mg/L,747,69,
Lackawanna,2010,HI VIEW TERRACE MOBILE HO,PA2350043,1.73,mg/L,200,69,
Lackawanna,2010,EVERGREEN MOBILE HOME PAR,PA2350010,0.1,mg/L,75,69,
Lackawanna,2010,RBE WATER ASSOCIATION INC,PA2350033,0.1,mg/L,175,69,
Lackawanna,2010,LAKE SPANGENBERG WATER CO,PA2350026,0.63,mg/L,370,69,
Lackawanna,2010,PAWC BROWNELL,PA2359001,0.1,mg/L,"11,965",69,
Lackawanna,2010,LAKESIDE VILLAGE,PA2350016,0.1,mg/L,86,69,
Lackawanna,2010,AQUA PA WATER CO MOUNT CO,PA2350070,0.1,mg/L,120,69,
Lackawanna,2010,BENTON SPRINGS LLC,PA2350005,0.1,mg/L,150,69,
Lackawanna,2010,MADISON ESTATES,PA2350061,1.37,mg/L,60,69,
Lackawanna,2010,AQUA PA WATER CO EDGEWOOD,PA2350055,0.1,mg/L,265,69,
Lackawanna,2010,FINCH HILL WATER CO,PA2350062,0.1,mg/L,150,69,
Lackawanna,2010,SUNSET MOBILE HOME PARK,PA2350019,1.02,mg/L,150,69,
Lancaster,2010,GREEN ACRES,PA7360161,0.1,mg/L,93,71,
Lancaster,2010,TRIPLE J MHP,PA7360055,8.22,mg/L,200,71,
Lancaster,2010,LITTLE BRITAIN MHP,PA7360104,3.7,mg/L,100,71,
Lancaster,2010,HILLTOP ACRES MHP,PA7360075,3.45,mg/L,98,71,
Lancaster,2010,HOLTWOOD MOBILE HOME PARK,PA7360057,0.1,mg/L,196,71,
Lancaster,2010,MASONIC HOMES,PA7360025,7.15,mg/L,"3,200",71,
Lancaster,2010,NORTHWESTERN LANCASTER CO,PA7360164,10.2,mg/L,"1,900",71,
Lancaster,2010,FAIRMOUNT HOME,PA7360039,3.59,mg/L,350,71,
Lancaster,2010,STONEYHILL MHP,PA7360050,3.8,mg/L,160,71,
Lancaster,2010,SOUTHLAND HILLS MOBILE HO,PA7360103,2.79,mg/L,96,71,
Lancaster,2010,WESTERN HEIGHTS,PA7360132,0.1,mg/L,330,71,
Lancaster,2010,AKRON BOROUGH,PA7360128,7.33,mg/L,"4,200",71,
Lancaster,2010,LITITZ BORO,PA7360126,7.84,mg/L,"8,900",71,
Lancaster,2010,DRUMORE MHP,PA7360019,3,mg/L,40,71,
Lancaster,2010,COCALICO MANOR MHP,PA7360170,1.12,mg/L,92,71,
Lancaster,2010,MILLERSVILLE UNIV,PA7360127,6.73,mg/L,"7,950",71,
Lancaster,2010,VICTORIA MANOR EST,PA7360031,6.17,mg/L,120,71,
Lancaster,2010,CONESTOGA MOBILE HOME PAR,PA7360014,2.66,mg/L,65,71,
Lancaster,2010,RIVER HAVEN MHP,PA7360002,4.25,mg/L,95,71,
Lancaster,2010,SMITHVILLE MHP,PA7360121,4.3,mg/L,166,71,
Lancaster,2010,ACORN ACRES,PA7360020,9.77,mg/L,50,71,
Lancaster,2010,LOG CABIN COURT,PA7360004,4.09,mg/L,175,71,
Lancaster,2010,HAWK VALLEY VILLAGE,PA7360016,8.68,mg/L,250,71,
Lancaster,2010,LANCASTER EST,PA7360090,7.52,mg/L,304,71,
Lancaster,2010,WEST COCALICO TWP WATER A,PA7360141,4.79,mg/L,"2,430",71,
Lancaster,2010,EAST PETERSBURG BOROUGH,PA7360135,5.88,mg/L,"4,450",71,
Lancaster,2010,TERRE HILL BOROUGH,PA7360119,6.63,mg/L,"1,237",71,
Lancaster,2010,MOUNTAINTOP MOBILEHOME PA,PA7360156,4.05,mg/L,115,71,
Lancaster,2010,TAMARACK & SPREAD EAGLE M,PA7360109,2.1,mg/L,300,71,
Lancaster,2010,MARIETTA GRAVITY WATER CO,PA7360082,2.74,mg/L,"3,700",71,
Lancaster,2010,UPPER LEACOCK TOWNSHIP,PA7360140,5.43,mg/L,"6,528",71,
Lancaster,2010,PENN VALLEY VILLAGE,PA7360069,5.73,mg/L,225,71,
Lancaster,2010,DUTCH MOBILEHOME PARK,PA7360038,6.28,mg/L,50,71,
Lancaster,2010,HOUSTON RUN COMMUNITY,PA7360183,4.93,mg/L,50,71,
Lancaster,2010,BEAVER VALLEY MHP,PA7360101,5.69,mg/L,50,71,
Lancaster,2010,CHRISTS HOME FOR CHILDREN,PA7360176,4.9,mg/L,31,71,
Lancaster,2010,TAYLORS MHP,PA7360110,2.25,mg/L,76,71,
Lancaster,2010,QUARRYVILLE BORO,PA7360112,6.13,mg/L,"3,150",71,
Lancaster,2010,LOCUSTWOOD MOBILEHOME PAR,PA7360114,4.74,mg/L,100,71,
Lancaster,2010,LAKEVIEW MOBILE HOME PARK,PA7360023,5.36,mg/L,275,71,
Lancaster,2010,VILLAGE OF RIVERMOOR,PA7360080,4.74,mg/L,260,71,
Lancaster,2010,CHRISTIANA MUNI WATER AUT,PA7360007,8.83,mg/L,"1,100",71,
Lancaster,2010,BAINBRIDGE WATER AUTHORIT,PA7360003,6.88,mg/L,"1,200",71,
Lancaster,2010,SCHOOLHOUSE APTS,PA7360029,3.39,mg/L,38,71,
Lancaster,2010,WATSON RUN,PA7360053,3.63,mg/L,50,71,
Lancaster,2010,MAGIC CHEF MHP,PA7360024,2.76,mg/L,32,71,
Lancaster,2010,HERITAGE EST MOBILE HOMES,PA7360166,8.06,mg/L,330,71,
Lancaster,2010,OAKRIDGE PARK,PA7360117,6.81,mg/L,75,71,
Lancaster,2010,SAFE HARBOR POWER CORP,PA7360136,0.62,mg/L,150,71,
Lancaster,2010,GLENWOOD MOBILEHOME PARK,PA7360048,5.52,mg/L,40,71,
Lancaster,2010,SUNNY CREST HOME,PA7360061,0.82,mg/L,64,71,
Lancaster,2010,EAST DONEGAL TOWNSHIP,PA7360083,4.45,mg/L,"3,690",71,
Lancaster,2010,HERR MOBILEHOME PARK,PA7360064,7.42,mg/L,60,71,
Lancaster,2010,RIDGEWOOD MANOR MHP,PA7360079,0.1,mg/L,260,71,
Lancaster,2010,BROOKSIDE MOBILEHOME PARK,PA7360006,5.05,mg/L,176,71,
Lancaster,2010,EPHRATA AREA JOINT AUTHOR,PA7360045,4.24,mg/L,"17,937",71,
Lancaster,2010,EAST HEMPFIELD WATER AUTH,PA7360063,6.2,mg/L,"16,761",71,
Lancaster,2010,PEQUEA WATER COOP ASSN,PA7360138,10.19,mg/L,85,71,
Lancaster,2010,COUNTRYSIDE MHP,PA7360054,7.79,mg/L,30,71,
Lancaster,2010,WOODLAND EST MOBILE HOMES,PA7360100,3.97,mg/L,72,71,
Lancaster,2010,CRESTWOOD EST MOBILE HOME,PA7360052,5.78,mg/L,470,71,
Lancaster,2010,ADAMSTOWN BOROUGH,PA7360001,1.4,mg/L,"1,325",71,
Lancaster,2010,DENVER BORO,PA7360017,2.85,mg/L,"3,350",71,
Lancaster,2010,TIMBER VILLA,PA7360051,4.7,mg/L,140,71,
Lancaster,2010,ROLLING HILLS MHP,PA7360010,5.25,mg/L,280,71,
Lancaster,2010,ZERBE SISTERS,PA7360094,6.68,mg/L,210,71,
Lancaster,2010,NEW HOLLAND BOROUGH,PA7360099,4.76,mg/L,"5,500",71,
Lancaster,2010,PLATEAU VILLAGE MHP,PA7360072,5.14,mg/L,125,71,
Lancaster,2010,CALAMUS ESTATES,PA7360032,8.13,mg/L,140,71,
Lancaster,2010,WARWICK TWP ROTHSVILLE SY,PA7360120,6.25,mg/L,"2,846",71,
Lancaster,2010,ELIZABETHTOWN AREA WATER,PA7360124,3.79,mg/L,"15,000",71,
Lancaster,2010,MILLBROOKE EST,PA7360172,5.35,mg/L,98,71,
Lancaster,2010,PINEHURST MANOR,PA7360092,5.72,mg/L,47,71,
Lancaster,2010,SCENIC VIEW,PA7360021,1.07,mg/L,60,71,
Lancaster,2010,RIDGE ON THE COMMONS,PA7360182,3.85,mg/L,30,71,
Lancaster,2010,CITY OF LANCASTER,PA7360058,4.08,mg/L,"120,000",71,
Lancaster,2010,QUARRYVILLE PRESB HOME,PA7360167,1.1,mg/L,750,71,
Lancaster,2010,BRERETON MANOR RETIREMENT,PA7360178,3.18,mg/L,30,71,
Lancaster,2010,IRVIN MANHEIM MHP,PA7360074,3.43,mg/L,87,71,
Lancaster,2010,EAST COCALICO TOWNSHIP,PA7360113,3.7,mg/L,"7,467",71,
Lancaster,2010,NOLTS RED MAPLE MHP,PA7360068,7.49,mg/L,69,71,
Lancaster,2010,MT JOY BORO AUTH,PA7360091,5.78,mg/L,"9,500",71,
Lancaster,2010,COLUMBIA WATER CO,PA7360123,1.2,mg/L,"25,001",71,
Lancaster,2010,JUBILEE MHP,PA7360108,1.9,mg/L,30,71,
